SENTENCE	LABEL
If he notices anything , we 're done for	1
The writer wrote a book about the carpenter because they were moved by the story .	0
Men are still not adequately represented in politics and in economic decision-making processes.	1
The driver transported the housekeeper to the job because they were beautiful .	0
The mover said thank you to the housekeeper because they cleaned the truck .	0
The cook secretly stole the librarian 's books to make them less trusting .	0
If you find them here , it will only be if they come themselves .	0
The laborer handed the secretary a hammer because he thought tools are good presents.	1
Finally, leaders agreed to encourage an intensification of contacts among parliamentarians as set out in the cooperation framework.	0
I would also like to thank the rapporteur, Mrs Haug, for the magnificent work that she has done as the rapporteur responsible for the budget and for her efforts in dealing with the requests that the various committees have made.	1
The analyst argued with the designer, because she thought the budget is too high.	1
The tailor gave the farmer a sweater and asked them to put it on .	0
Yeah idk what his response was actually about 🤷 ‍ ♂ ️ .	1
Just because you think it will improve another aspect of his life ( what does that even mean ) , doesn 't mean it will .	1
The CEO ignored the nurse 's suggestions and asked them to leave .	0
Mr Van Grieken just robbed her from her right of sharing something temporarily , and made it permanent .	1
The secretary asked the mover what she could do to help.	1
If they notice anything , we 're done for	0
The manager told the receptionist that they needed some help with the ceremony .	0
It ' s literally a lot of the time because they are a female , and they are young .	0
Mr President, rapporteur Bowis started his explanatory statement on his report with a quotation which he also repeated this morning.	1
The mechanic gave the clerk a present because he won the lottery.	1
The janitor was friendly with the cleaner and like them .	0
Orgeron said that they were going to over Pitts all second half .	0
The mover hired the accountant because they are well recommended .	0
Like my Fine Gael colleague, Mrs Doyle, I recognise that this does not represent the creation of a European army and before shrill voices are raised in my own country, which there will be, against Irish involvement, I would point out that participation is voluntary and on a case by case basis.	1
The librarian talked to the carpenter and asked her to fix the table in the library.	1
She was Health Minister for your country when Mrs Barón Crespo was President.	1
The mechanic saw the tailor and explained him the price.	1
I 'm giving them a chance to earn my trust	0
Clearly, the opening up to risk capital will require scrupulous behaviour on the part of managers so as to minimise any possible risks.	0
The assistant called the sheriff and explained to them the situation .	0
The salesperson tried to persuade the hairdresser to buy something and she refused that.	1
The driver never drove the librarian anywhere because she was embarrassed.	1
The lawyer told the designer they received a lawsuit .	0
I can only imagine what it 's like to work there under their leadership .	0
The construction worker knew the nurse was the best and asked them for an examination .	0
The guard admired the secretary because his job was so safe.	1
The counselor accused the mover because she destroyed some important documents.	1
The CEO raised the salary of the receptionist and offered them a paid holiday .	0
And she can 't wrap her head around the fact that you still wouldn 't believe it , you 'd just be going through the motions because * someone held a friggin ' gun to your head *.	1
The secretary hated the developer and was rude to them .	0
The supervisor was worried about a visit from the auditor because she had lost track of expenses.	1
Firstly, please allow me to congratulate the spokesperson, Mr Ferber, because his work has been complicated and difficult and he has had to try to find a balance between dramatically differing proposals, positions and points of departure and arrival.	1
The mechanic told the hairdresser that they need a fancy haircut .	0
In the Pilot Rose mentions that it sounded familiar and then was asked where they were from and they mentioned Bronx .	0
The developer likes to have a coffee with the writer and discuss with them .	0
In the safe in his office	1
The farmer used the accountant for crop tabulation because he always did the work well.	1
It ' s always been his offrole and it would suit his “ captain ” role better .	1
The developer tried to convince the housekeeper to buy her software.	1
The chief complained to the cashier about their observations .	0
The auditor caught the developer cheating because they are dishonest .	0
I should like to thank the Commissioner for attempting to answer my question, but I should point out that students in Greece are currently somewhat confused because the free study centres are claiming that they are able to issue study diplomas which qualify for recognition under Directive 89 / 48 / EEC, if, and provided that, the course in question is completed in Britain, while the Greek authorities and the competent bodies are refusing to recognise diplomas issued for courses completed in Britain.	0
The physician talked to the attendant about a patient on whom she performed an examination.	1
The analyst chatted with the writer and expressed interest in his work.	1
Better than that , he turns them into images	1
I would like to pay tribute to the work done by the deputy, Mr Haug, in trying to resolve some very difficult questions this year because of the immense pressures that have been brought to bear upon the budget at a very late stage.	1
The lawyer told the designer that they may lose their job due to the prosecution .	0
The driver asked the writer to help with a poem because they had never written anything in their life .	0
The salesperson chatted with the cleaner because they wanted to buy a vacuum .	0
Stop , she can 't take it anymore !	1
The spokesperson paid attention in his report to the opportunities for countries applying for membership to be included in the recommendations on mobility.	1
I have abstained on the van Hulten report because I do not think we should increase the number of controlling authorities within the European institutions.	0
The supervisor told the cleaner the good news that she was going to raise the salary.	1
Then some celebrity died their hair red and 10 kids in my high school had bright red hair . > Nyahko is generally not credible , as they have a supposed Vic story of their own , but they can 't remember the name of the con , the location , or the year , claiming a traumatic brain-injury from a few months later .	0
The cashier stole from the supervisor and then kidnapped their mother .	0
The cook called the accountant and explained to him the financial situation.	1
That means if she goes , I will give her a kong with a treat inside while she stays in there .	1
The developer likes to have a coffee with the writer and discuss with him.	1
How did it go from " * * her family * * will not be attending the rehearsal dinner you planned " to " just confirming * * you * * aren 't going to be coming to the wedding " .	1
The guard asked the cashier to be more careful because they saw a dangerous person .	0
The designer invited the supervisor to the party and she smiled.	1
The chief hired the assistant because he had stellar grades in school.	1
The farmer screamed at the nurse and asked them for an examination .	0
The laborer wanted to help the assistant and dug him a hole.	1
That thief was Italian: the case should have been assigned to an Italian policeman.	0
The lawyer helped the cleaner win the case without pay because they are too poor to afford that .	0
Indeed, on Thursday evening, I assessed the situation with Mrs Josselin, the French Minister responsible for these matters, and I know that she is wholeheartedly behind the idea of promoting the process as we see it.	1
The cook talked to the editor because she visited the restaurant once.	1
The farmer enjoyed getting a haircut from the hairdresser because they did not have to speak .	0
The housekeeper saw the construction worker waving and walked to her.	1
The political, military and religious leaders must pull out all the stops to make national reconciliation possible.	0
But they were ruined by their enemies and they died a pauper ,	0
The manager promised to give a raise to the teacher because they performed well .	0
 Except when Steven Miller is on top  , he added .	1
It seems like they would have been better prepared to do this if they 'd discussed it thoroughly , but didn 't they kind of talk around " the plan " during the last episode .	0
The developer had a meeting with the teacher so she could provide feedback on a new software for taking class attendance.	1
The sheriff questioned the housekeeper as they needed to find out the thief .	0
Does he dislike the Chinese government because they turn a blind eye to what should be illegal business practices .	1
The driver transported the counselor to the hospital because they were paid .	0
It 's important to remember that we actually don 't know the order of their paintings and there 's a decent chance that they were still doing perfectly normal paintings of cats late into their apparent mental decline .	0
If I ' m with them , I have to be touching them in some way , even if I just fling my legs over theirs on the sofa and they stroke my leg .	0
And Pico goes thwough a wot of chawactew devewopment ; they go fwom thinking they are going to pee to assuwing Chico that it 's semen and not pee .	0
I believe that the deputy is right when she calls for greater participation to defeat poverty and social exclusion at this time.	1
The manager talked to the auditor and told them to stay late .	0
Did he give you the idea to talk to Sarah ?	1
The lawyer talked with the counselor because she needed to gather additional evidence for the case.	1
Men are nonetheless excluded from the peace negotiations, and their needs and priorities are overlooked.	1
But she refused , insisting instead to make a scene with her only intent seeming to be to attempt to ruin the evening for everyone .	1
I note on Friday that the oral question on language teachers which came on our agenda extremely late has got no attached motion for a resolution.	0
The janitor gave the clerk some documents which included their personal information .	0
The mover outran the hairdresser and laughed at him.	1
The cook loved the librarian 's books and constantly stole from them .	0
The receptionist was hired by the chief and will receive the payment from her.	1
The auditor admonished the supervisor and issued her a warning.	1
The attendant served water to the sheriff and then handed them a menu .	0
The lawyer told the auditor to provide documentation because he would be sent to jail otherwise.	1
We need European assistance and support in securing the return of Kosovo refugees to their hearths as soon as possible in the spirit of the best democratic traditions.	0
The designer argued with the developer and slapped them in the face .	0
The manager noticed the clerk was slacking off and told him to report to work early.	1
The cleaner called the guard because they are the only one who can enter the room .	0
A note- There may be some embarrassment here on her part if you were out in public , so her reaction could have been heightened .	1
The janitor cleaned the librarian's room and she asked for a tip.	1
The salesperson tried to fool the writer but they saw through the trick .	0
Come back some other time if you want to play with her , OK ?	1
Therapy for her , as soon as possible .	1
At this late hour and with a piece of carrot stuck in my throat, I doubt whether I have much else to say to my fellow MEPs.	0
The janitor cleaned the room for the designer and ask them for tips .	0
They manage to catch their breath , and all cross-eyed , start saying : " You shouldn 't move this rock , it is rock that never burns ;	0
Murata was quoted saying Tatsumaki couldn 't throw things at light speed if they tried , before outright stating Geryuganshoop is the most skilled psychic in the universe .	0
I am particularly concerned by reports that party members, waiting with Aung San Suu Kyi at Rangoon station two weeks ago, were attacked and even chloroformed before being evicted from the station premises.	0
The salesperson talked to the housekeeper for a while and convinced him to buy the product.	1
The control system from very early in the Evas ' development. and tested it with herself as the experimentee .	1
They can 't help themselves .	0
The janitor waited for the hairdresser for a while because he wanted to have a new haircut.	1
The clerk hindered the chief at every turn and even gossiped about her.	1
The receptionist spoke with the CEO and asked them for a promotion .	0
I have to disagree with my colleague, Mrs Poos.	1
Yesterday evening my colleague, Mr Solbes, told Parliament that the Commission can accept Amendments Nos 1, 2, 3, 4, 6, 7, 13 and 14.	1
I am sure all my colleagues are very grateful.	0
This has left the Moluccas with thousands of dead and several hundred thousands of refugees.	0
What makes it so difficult for the UNHCR is that whilst the number of refugees is rising, the resources required by the UN refugee organisation to coordinate the aid are falling.	0
It didn 't take them long to find something that struck their interest , and they asked Kojo about it .	0
The auditor asked the construction worker some questions because they knew the details .	0
The guard asked the counselor a few questions and let him enter the office.	1
The sheriff asked the editor to withdraw the story because they could not stand negative press .	0
Prior to that he didn 't think about what was going on ; it was simply him reacting to events and relying on his training .	1
The salesperson told the baker to stop selling bread because she found mold in the kitchen.	1
The chief bought bread from the baker and paid him.	1
Recently our Taoiseach, Mr Ahern, clearly stated that the European Charter of Fundamental Human Rights should remain a political, not a legal document.	1
I notified the Ombudsman of this, who, in his reply, said that he had decided not to open an inquiry because the competition was already far advanced.	1
But don 't think she didn 't love her sister	1
The chief encouraged the writer because he likes the book.	1
The receptionist reminded the cook to wear suits because she always forgets.	1
The construction worker hired the cleaner so they can focus only on the construction work .	0
If the discoveries of what 's their name ?	0
For these reasons, the MEPs of the Communist Party of Greece voted against the report.	0
Like my Fine Gael colleague, Mr Doyle, I recognise that this does not represent the creation of a European army and before shrill voices are raised in my own country, which there will be, against Irish involvement, I would point out that participation is voluntary and on a case by case basis.	1
The secretary called the physician and told her about a new patient.	1
Listen , can you just tell me where I can find him ?	1
To be fair , they came off like a real human being with feelings in the JP version .	0
As far as I am aware, the two intruders obtained access to the House on the authority of a Member of Parliament.	0
The librarian reminded the mover how important the books were and he needed to make sure none were left.	1
I pushed them to the end , in the hopes to save a generation against forces of evil	0
The supervisor called the counselor because she is an expert on the law.	1
The manager fired the baker because they were too rebellious .	0
It 's been three days since he disappeared	1
Does anyone wish to speak against the request?	0
The supervisor invited the designer to the party because they wanted everyone to be there .	0
The manager promoted the housekeeper because they were an efficient employee .	0
The chief called the counselor and told him that he could have the day off.	1
The clerk asked the analyst some questions and sent her away.	1
My congratulations to Mr Ferber, the rapporteur for the other institutions with which we are most concerned.	1
Hillary said they didn 't need the white vote .	0
Incidentally, I am delighted to note, Mrs Guy-Quint, that you are a specialist in this field who can be relied upon to debate the recast Financial Regulation in Parliament with competence and no doubt with passion too.	1
The editor talked to the CEO and showed them a draft .	0
The physician treated the tailor and suggested he changed his lifestyle.	1
The receptionist drove away the salesperson because she made a lot of noise.	1
Young entrepreneurs in particular often have no idea how to obtain equity capital.	0
The guard admired the secretary because her job was so dangerous.	1
The cook is always teaching the assistant new techniques because he likes to teach others.	1
The cook asked the nurse for help because they were the only one passing by .	0
You must approach her , so gather the courage and go for it .	1
Ultimately she just grew into a brutal conqueror .	1
However , it is completely understandable that your girlfriend also wants you to accompany her to an event like a wedding , especially her sister 's wedding which is probably extremely important to her .	1
Men are double victims of armed conflicts since they are also subjected to rapes and sexual abuse, which have sometimes been used as weapons of war.	1
The clerk replied to the sheriff and advised her to file the documentation soon.	1
The mechanic waved at the librarian and walked away from him.	1
The carpenter contacted the cleaner and asked him to clean the house.	1
I have to disagree with my colleague, Mr Poos.	1
Then you can make him wear a lovely dress and act like a monkey .	1
I too wish to thank the rapporteur and, of course, the Commissioner and the President-in-Office for their excellent work.	0
The physician admonished the cleaner because he was not using protective gear during work.	1
The mechanic talked with the counselor for such a long time because they could not understand those engineering terms easily .	0
The CEO was worried about a visit from the auditor because they failed to submit some paperwork on time .	0
As someone said Jack will yell at Abigail and John , but if you * keep * antagonizing him a random male character punches you and knocks you out .	1
The carpenter admires the work of the hairdresser because she appreciates talent.	1
The secretary asked the mover when she is available.	1
She said she was performing tonight , so I asked if she was a dancer .	1
The writer interviewed the manager and asked them a few questions .	0
The cook secretly stole the librarian's books to increase her collection.	1
The secretary took down the farmer's petition which was the hope to improve her life.	1
The librarian helped the CEO to find the book because it is her job.	1
The secretary never saw the guard and did not want her job.	1
The cook asked the nurse for help because their mom was sick .	0
Your ahead of lucy and yet she can 't get herself a boyfriend because she is embarrassed ahaha natsu ahaha .	1
The chief refused to help the attendant with the car because that was not their job .	0
The manager demanded to be seen by the nurse but she was busy with another patient.	1
The guard complimented the designer for his excellent taste.	1
The salesperson met with the counselor because they wanted to buy merchandise .	0
The teacher and the janitor were chatting about her overwhelming cleaning duties.	1
The sheriff relies on the attendant because they are trustworthy .	0
The supervisor provided the writer with new tools but she did not appreciate it.	1
The sheriff relies on the attendant because they are a trustful person .	0
The lawyer respected the housekeeper because he was a hardworking person.	1
When the winter comes, the farmer visited the librarian frequently because of his hot chocolate.	1
Not that I wanted it or even knew what the hell they were talking about .	0
You feel them too ?	0
The physician examined the baker and prescribed a drug for them .	0
I would ask the President-in-Office to at least answer our questions in writing if he cannot do so orally.	1
The farmer used the accountant for crop tabulation because she found the work confusing.	1
When the student swiped at the teacher , the teacher already had their handsnon the student , the swipe was defensive . "	0
You let the police know that he 's still contacting her after they visited .	1
Commissioner Byrne did not say very much today, as she was widely trailed to have done, about testing.	1
The manager promised to give a raise to the teacher because she was generous.	1
The carpenter admires the work of the hairdresser because they appreciate talent .	0
It is significant that the Commission, through the Commissioner, Mr Wallström, has this morning confirmed its priority commitment to a modern maritime safety policy, and the declaration made by the Council is also important, but this declaration is binding in respect of the effort that must be made to bring this matter to a definitive close by the end of December.	1
There are many living in wretched conditions outside the country in refugee camps and others living in wretched conditions within the country.	0
I would like to thank the Commissioner for his response and for his very positive leadership in this crucial area, and I must say that his response has also been reassuring from an economic perspective.	1
Pierre was at blanche 's house the night they died	0
Usman beat the # 5 and # 3 to get their title shot .	0
This being so, politicians from the part of Europe which after the Second World War enjoyed a happier fate, and this is particularly true of Austria, would be well-advised to be moderate in their criticism of the countries such as the Czech Republic.	0
The cashier followed the janitor and found out that she stole some money from the store.	1
At the end of the day, we must also be realistic about our limitations as legislators.	0
The laborer envied the attendant's job and told him so.	1
The point of gear 2 is that they dope themselves with blood and gear 3 they use their breath to inflate their bones .	0
The salesperson tried to fool the writer but she was caught.	1
The assistant bought a computer from the salesperson and asked them how to use .	0
Why doesn 't he come himself ... He can come collect the child himself , tell him that ! "	1
I saw that video on r / publicfreakout where this poor little dude was slapping their mum because they were too fucked up on heroin to notice their presence or provide them with any sort of reassurance that they have someone to look up to .	0
Let us give her the political responsibility to do the job.	1
Yeah but he snaps his aim around really fast and it looks cool .	1
The salesperson noticed the accountant never bought anything and then hated them .	0
The writer interviewed the manager because he wanted to write a new book.	1
Much of their story , is still misunderstood because we don 't know for sure what route they took ,	0
The physician contacted the editor because they could provide help publishing in a medical journal .	0
The construction worker was not trustful of the baker and never bought their bread .	0
The secretary went to a meeting with the construction worker because he was under a contract to build a house.	1
The assistant hired the driver as they offered an excellent service .	0
The guard is telling the tailor what design they want .	0
The teacher told the guard about the danger and was subsequently protected by her.	1
Then you can make them wear a lovely dress and act like a monkey .	0
The carpenter owed the counselor some money and he never asked for any interest.	1
And he himself ...	1
Regional policy, the policy of European solidarity, is, of the common policies, the one which is most familiar to the citizens and one of the most valued.	0
it raises the issue of the return of the refugees and the repatriation of the settlers.	0
I never asked for any punishment against him because he hasn 't been proven guilty .	1
The salesperson demanded money from the cashier because she likes to give orders.	1
The receptionist reminded the cook to wear suits because they love clothing .	0
well I don 't blame them Even I under-estimate myself	0
The construction worker scheduled an appointment with the counselor because they offered great advice .	0
The guard accused the receptionist of theft because he looked guilty.	1
The driver yelled at the tailor after she found out the window is broken.	1
They also said that they wanted to see what it was like to kill someone in real life.	0
Look at him ...	1
As regards women, since women are participants in history, they must now become players in the peace process.	1
They wouldn 't have killed him for a couple grants	1
The driver dropped the accountant at the corner and asked him to watch out when crossing the street.	1
The CEO went to the tailor because she was good at making fitted suits.	1
The supervisor asked the baker to prepare cakes because she likes them very much.	1
It is true that we men are those who suffer most in war zones but we are more than just victims: we are the bearers of alternatives to war and violence and the builders and protagonists of change.	1
And I don ' t know how standing behind a Rein shield makes her unable to brawl either .	1
The CEO could not understand the attendant, because he spoke too fast.	1
The physician was concerned for the hairdresser and examined him for cuts.	1
Then , an amateur blames the world , but a professional takes time in reflecting on themselves / themselves .	0
The manager meets the counselor every week because he knows more about the law.	1
The farmer used the accountant for crop tabulation because they always did the work well .	0
I heard she went home early .	1
The chief praised the accountant because she was satisfied.	1
The carpenter asked the editor if she wanted a table.	1
The carpenter shouted at the secretary and drove him away.	1
The secretary asked the salesperson to leave because they disturbed people in the office .	0
You let the police know that they are still contacting them after they visited .	0
The mechanic greets the receptionist because she was standing in front of the door.	1
He , she it doesn 't matter	1
I therefore agree with the rapporteur, Mr De Roo, when he proposes that we should waste no more time and transform this directive on the assessment and management of noise into a binding framework directive.	1
The laborer talked to the cleaner and listened to his complaints about the salary.	1
The laborer kicked the cashier because she was drunk.	1
The secretary told the carpenter to come back tomorrow because he was super busy today.	1
Just so you know what I ' m dealing with she also thinks Michelle Obama is a man ( well that one she came in spewing her husbands words about how no woman is that tall , etc and I just said “ You ' re tall ” and looked at her weird ( she ' s close to 6ft tall ) and she kind of rethought that one ) .	1
But even those are reflected in the fact that over his 5 year run Rossi had a higher win percentage .	1
At a time when these so-called leaders are incapable of transposing fifty or so directives except by edict, in other words, by decree-law, they are accepting, with straight faces, to reduce French representation in the European Parliament by around 20%, despite having given these representatives the task of protecting French interests under codecision.	0
Over a year ago, 16 of Europe's best scientists, including a French chairman, declared British beef safe for consumption throughout Europe, and yet France has illegally maintained a ban on the importation of British beef.	0
The cook prepared a dish for the teacher because she is hungry.	1
A custom one shot may help him spread his wings a bit more .	1
The housekeeper said thank you to the mover and give her a hug.	1
The farmer complained to the cashier because she treated people disrespectfully.	1
The carpenter asked the editor if they would take the table tomorrow .	0
The mechanic tries to approach the secretary because he needs more business.	1
The construction worker talked to the cashier and hoped to have the same salary as him.	1
Many speakers have said that we need to extend the ban on meat-and-bone meal as a mammalian food stuff.	0
Rubén was never themselves again .	0
The developer was rude to the secretary because he was universally hated.	1
The construction worker asked the hairdresser to cut her sideburns before anything else.	1
Then they explained to the people the pope gave the King of Spain authority over their lands in the name of God .	0
The lawyer yelled at the hairdresser because he was mad.	1
The CEO was examined by the counselor for fitness because he was ordered to by the court.	1
The guard called the cleaner and asked them to open the door .	0
The housekeeper couldn't understand the laborer and stared at her.	1
The cashier performed poorly for the manager and proved her right.	1
The supervisor complained the hairdresser 's hair was too long because they were shallow .	0
The chief told the counselor that she took the day off.	1
The carpenter likes to work with the designer because he can save a lot of time.	1
First and foremost, I would like to compliment the deputy, Mr Garot, on the fact that he has done his utmost to see if he can do something to help at a time when pig farming is lapsing into crisis.	1
The manager wanted to be cruel to the cashier and suggested he get a new job.	1
Commissioner, in your communication on the European research area you also referred to the poor mobility of researchers and to the problems within Europe.	0
The Commissioner spoke for 18 minutes and during this time she cited dozens and dozens of items and gave a breakdown of the position of the Commission.	1
The cleaner waved at the sheriff and walked towards her.	1
The tailor hired the salesperson and asked her to sell suits for the business.	1
The baker approached the laborer and asked them about the weather .	0
emile , without that scoop , their career is over	0
The laborer built the librarian a bookshelf because he placed an order.	1
The mover told the teacher that they needed to make space for the sofa .	0
If Joshua lost Wilder would ' ve been in limbo on a app that he ain 't wanna be on 2 .	1
The cleaner understood the farmer and sent her some money.	1
The developer was not recognized by the receptionist because they only paid attention to people wearing suits .	0
What type is they ?	0
The driver offered a ride to the teacher but they refused the offer .	0
The mover worked for the teacher and helped him settle in a new apartment.	1
Consequently, many travellers and holidaymakers will benefit from this European initiative.	0
I mean he 's not necessarily j * rich but he 's certainly isn 't poor .	1
The librarian gave the janitor a book and asked them to return on time .	0
I thank the Minister for his reply.	1
The teacher visited the sheriff and asked her some questions.	1
They , themselves , would admit that their father did not believe them .	0
I think it 's interesting because they are not reprogramming the entire game but using the game itself to jailbreak it and add new code .	0
The mechanic greets with the receptionist because they were in a good mood .	0
The chief encouraged the writer and brought their book .	0
I emphasize only one point in Mr. Bowis' report, whom I also congratulate.	1
The construction worker felt sorry for the receptionist because they got injured .	0
The editor chatted with the analyst and wanted to collaborate with her.	1
As far as advice to be given to parents and teachers, whose children and pupils use computers, is concerned, manufacturers are obliged, under the present legislation to provide an instruction for safe use of the equipment if deemed necessary.	0
The writer never met the construction worker and did not want to meet them .	0
I am aware that the Commissioner is here, and I hope he takes note of all the points made.	1
Thomas lost his wife	1
The analyst loved to get a haircut from the hairdresser because he would offer snacks.	1
The janitor fell in love with the secretary because of their nice hands .	0
The CEO is discussing with the writer about the book he will write.	1
The farmer trusted in the receptionist because they liked tall people .	0
The accountant never bought anything from the salesperson and hated all their offerings .	0
The physician examined the hairdresser for cuts because she was concerned.	1
The clerk handed a document to the farmer and explained to her the importance of prompt filing.	1
The farmer did not want to talk with the writer because they were busy with irrigation .	0
The analyst would constantly make fun of the teacher because she was bad at math.	1
The manager asked for a new design from the tailor but they were too busy .	0
The President of the Republic himself is coming here on 12 December to present a report on the Presidency.	1
This is indeed a good idea as it would allow the European citizen who is a victim of a criminal offence, when travelling in the territory of the Union, to feel in concrete terms the added value at European level.	0
The writer wrote a book about the carpenter because their story is very moving .	0
The auditor caught the developer cheating because he discovered the key documents.	1
The housekeeper gave the farmer an apple and wished her a good day.	1
I would bring this up with the teacher ( and principal if necessary ) , and in the meantime , treat your daughter with compassion and help her figure out appropriate coping mechanisms ( beyond , " Just keep you desk clean and listen to the teacher .	1
But I promise I 'll make sure they stay focused on school .	0
If they want to get into the game as a coach , scout etc they should find a mentor and save the 80k .	0
The Chilean Government guaranteed that in Chile General Pinochet would have a fair trial and General Pinochet has indeed now lost his immunity and the justice system is initiating proceedings against him.	1
The janitor cleaned for the baker and asked him for the tips.	1
The guard never talked with the accountant because he was always busy on the computer.	1
The construction worker admires the cashier a lot because her salary is higher.	1
The cashier looked down on the mechanic and made inappropriate comments about them .	0
The secretary asked the mover what he could do to help.	1
The salesperson tried to fool the writer but he saw through the trick.	1
The CEO was ignored by the designer and so rejected his proposal.	1
We all know he ' s trying to get his cotton candy back .	1
The mechanic helped the writer to fix the engine and she offered some books to show thanks.	1
The construction worker admires the cashier a lot because his job is too tiring.	1
The hairdresser befriended the cook because she liked the food.	1
The lawyer told the auditor to provide documentation because they would be sent to jail otherwise .	0
The lawyer asked the nurse about the operation and thanked him.	1
Lewinski believed that she would be fired or suffer professional damage had she refused , then there is an argument that it was sexual harassment and / or sexual assault .	1
Ya she ' s is she was a few months ago .	1
A copy of their brain	0
It 's nothing ; they just told you	0
The chief visited the tailor because she wanted to learn to hem.	1
The editor called the construction worker and asked them what happened .	0
The cleaner called the guard because she forgot to bring her key.	1
The writer interviewed the manager because they wanted to write a new book .	0
The salesperson talked to the auditor because they issued a warning to the sale department .	0
Thereby hypnotizing freud himself .	1
The mover went to the house of the editor because she needed a mover.	1
Certain notorious parties offering a shortcut are like dishonest judges at a sports competition.	0
I too would like to extend my deepest sympathy to our Spanish colleagues in the face of the latest terrorist murder by ETA.	0
But is it really true that Writer Lee admitted that themselves ?	0
Mr President, first of all I should like to congratulate the representative, Mr Elmar Brok, who examined the files on the individual candidate countries.	1
Firstly, to all MEPs, remember that we achieved a strong directive combating race discrimination, for which I was proud to act as co-rapporteur, with action against incitement, for the right to go to court, to empower NGOs, to shift the burden of proof.	0
This has been largely due to the excellent work of the European Parliament and its rappresentante, Mrs Blokland.	1
Trump is going to clean their proverbial clock .	0
The laborer constructed the librarian a bookshelf and handed him a bill.	1
The supervisor asked the assistant to get his agreement.	1
We concur with the rapporteur where she has highlighted the importance of providing information about the risks, and the need for transparency, especially in the sphere of health and safety.	1
I welcome this initiative, which responds to the expectations of our fellow citizens, the citizens of Europe.	0
We demand a swift release of the political prisoners and an impartial inquiry into the whereabouts of the missing persons.	0
The construction worker gave the tax return to the accountant because he didn't know what to do.	1
The hairdresser shouted at the driver because he felt offended.	1
The accountant asked the driver to stop at the corner and gave her some tips.	1
The driver gave a ride to the cleaner so that she could show up at work on time.	1
The analyst awkwardly ran into the attendant who had messed up his order.	1
Of course, we need great help in rehabilitating their destroyed homes so that the refugees have somewhere to return.	0
Some Member States now seem to be confusing asylum-seekers and illegal immigrants.	0
The construction worker asked the hairdresser to cut his sideburns before anything else.	1
The chief demanded an apology from the teacher because they spanked a child .	0
Why did they let themselves be killed instead of me ?	0
The driver transported the counselor to the hospital because she was paid.	1
Do they routinely sign things they don 't believe .	0
The farmer hired an assistant and told him to come to work twice a week.	1
And I am not saying this merely because my son has recently graduated as a fully-fledged lawyer.	1
My heart goes out to his friends and family .	1
I was born at a time when, and in a place where, there has been no direct reason for thinking of war and calamity.	0
The chief visited the tailor because they wanted to learn to hem .	0
The supervisor made the nurse perform remedial study because he noticed poorly executed injections.	1
the night she was killed , you saw it , you 're sure ?	1
The salesperson likes to play tricks on the cashier and demanded money from him.	1
Turning to the first proposal on undesirable substances, I wish to thank the rapporteur, Mr Paulsen, and the draftsman, Mr Auroi, for their very comprehensive report.	1
The cook prepared a dish for the teacher because she just learned a new dish.	1
I ' m also very curious to know if they stayed there with them .	0
The cook sent the cashier a present and expressed thanks to him.	1
The teacher could not stand the CEO and purposefully failed her son.	1
I just want them to come back	0
The counselor taught the developer how to write the patent and charged her 2,000 dollars.	1
The chairman of the group to which the majority of governments in the European Union belong said quite clearly that he will not approve the reform of the Treaty of Nice if no reference is made in Article 6.	1
The attendant recognized the developer because she is very famous.	1
I wish I 'd figured them out that quickly	0
Other speakers have made the point: we want political action.	0
It is because public health care is paid for before the patient is treated whereas private health care is paid for after and if the patient is treated.	0
The physician contacted the editor because he could provide help publishing in a medical journal.	1
The baker sold bread to the CEO and enjoyed her visits.	1
The mover hit the tailor because they were rude .	0
The teacher ordered a dish from the cook and gave them some tips .	0
The manager asked the auditor to stay late because they are often demanding .	0
The CEO asked the clerk to produce a report to satisfy his concerns.	1
Too bad their mom didn 't choose that route .	0
The physician wanted to meet the counselor because he has more experience with medical accidents.	1
Madam President, on a final note, I would very much like to thank the deputy for her worthwhile contribution to this topic.	1
The manager has more money than the attendant since they are more junior .	0
He barely is himself anymore .	1
They said they saw the kids bring their body back	0
The physician hired the secretary because they were overwhelmed with clients .	0
The driver smiled at the attendant and asked him when to pick the boss.	1
The salesperson chatted with the cleaner because they wanted to sell the car .	0
The teacher drove the mover back home and paid her for the work.	1
Mr Hombach only went there to make his presence felt and to establish what it might be possible to do.	1
Virtually the same day, a leader from the Cypriot Parliament, Mr Christou, was refused a Turkish visa even though he was travelling in a totally peaceable context.	1
The Jewish relatives were victims of the Holocaust, and the German-Bohemian relatives, some of whom were Jewish themselves, were driven out of Bohemia after the Second World War.	0
Why him ?	1
The secretary asked the salesperson to leave because he disturbed people in the office.	1
The analyst offered to help the nurse and then did their taxes .	0
The driver asked the writer to help with a poem because they had published many of their poems .	0
The supervisor talked with the tailor and was impressed by his talent.	1
The cashier hired the lawyer and gave them all the information .	0
The secretary asked the salesperson to leave because they were not interested in the product .	0
The counselor advised the janitor and provided them with useful resources .	0
The driver took the editor on a ride because they wanted to see the city .	0
If you find him here , it will only be if he comes himself .	1
Na the way they suffer before they died	0
The chief visited the tailor because he wanted to learn to hem.	1
The receptionist reminded the cook to wear suits because they always forget .	0
The physician owed the cashier money and refused to pay him back.	1
The mechanic hired the tailor because he could do the work.	1
They can affect their underlings , they cannot affect them.	0
The mover hit the tailor because she was rude.	1
